new_id,Response_ID,Recorded_Date,Location_Latitude,Location_Longitude,input_location,input_category,input_lat,input_lon,distance_m,best_lat,best_lon,sweep,gender,age,race_White,race_Hispanic,race_Black,race_Asian,race_American_Indian,last_30_noshelter,_3year_noshelter,Rank___Level_of_privacy,Rank___Length_allowed_to_stay,Rank___Security_Guards,Rank___Case_Management,Rank___Close_to_transit,Rank___Proximity_to_where_you_st,Rank___Substance_Use_Policy,Rank___Participation_in_rule_mak,Rank___Curfew_Policy,Rank___Pet_Policy,Rank___Partners_Policy,Rank___How_Clean_it_is,Preferred_B1Q1,Preferred_B1Q2,Preferred_B1Q3,Preferred_B1Q4,Preferred_B2Q1,Preferred_B2Q2,Preferred_B2Q3,Preferred_B2Q4,Preferred_B3Q1,Preferred_B3Q2,Preferred_B3Q3,Preferred_B3Q4,Outside_Option_B1Q1,Outside_Option_B1Q2,Outside_Option_B1Q3,Outside_Option_B1Q4,Outside_Option_B2Q1,Outside_Option_B2Q2,Outside_Option_B2Q3,Outside_Option_B2Q4,Outside_Option_B3Q1,Outside_Option_B3Q2,Outside_Option_B3Q3,Outside_Option_B3Q4,trigger___Selected_Choice_Family,trigger___Selected_Choice_Chose_,trigger___Selected_Choice_Divorc,trigger___Selected_Choice_Could_,trigger___Selected_Choice_Rent_i,trigger___Selected_Choice_Evicti,trigger___Selected_Choice_Releas,trigger___Selected_Choice_Other_,trigger___Other__Specify____Text
271,R_2ENRB86R4GY678o,2025-07-28 10:48:11,37.934892,-122.361717,Nevin,address,37.9362783,-122.3647119,304.5,37.934892,-122.361717,0.0,Male,44.0,,Hispanic,,,,No Shelter/Outside,,8,1,9,6,11,7,12,2,5,3,10,4,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,No,No,No,Yes,No,No,No,No,No,No,No,Yes,,,Divorce/breakup,,,,,,
272,R_b0pVLuwkd6dEMPq,2025-07-28 10:48:13,37.934875,-122.361678,Richmond,area_vague,,,,37.934875,-122.361678,0.0,Female,44.0,,Hispanic,,,,,,8,11,7,10,6,2,12,3,5,4,9,1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Released from jail/prison,,
273,R_b1vmADFIa4Nm210,2025-07-28 10:48:14,,,Hoffman,address,37.8892036,-121.6757138,,37.8892036,-121.6757138,1.0,Male,52.0,,,,Asian,,,,3,5,7,1,9,2,6,11,4,10,8,12,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,,,,
274,R_hmj4HnRFjt5g6S9,2025-07-28 10:48:15,37.922093,-122.342147,Hoffman,address,37.8892036,-121.6757138,58583.9,37.922093,-122.342147,0.0,Female,47.0,,,Black,,,,,11,10,4,7,8,1,6,5,2,12,3,9,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,,Other (Specify),Mom pass
275,R_dV3OwZHi4g3Hrpy,2025-07-28 10:48:16,37.922022,-122.342198,Hoffman,address,37.8892036,-121.6757138,58587.9,37.922022,-122.342198,1.0,Female,58.0,White,,,,,No Shelter/Outside,,12,2,7,4,9,5,3,11,8,1,10,6,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,,,,,Rent increase,,,,
276,R_jjDZISPPB7Gau58,2025-07-28 10:48:17,37.921928,-122.341772,Hoffman,address,37.8892036,-121.6757138,58550.0,37.921928,-122.341772,1.0,Male,57.0,White,,,,,,,,,,,,,,,,,,,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Rent increase,,,,
277,R_e76Ar75WN0LPt0S,2025-07-28 10:48:18,37.927733,-122.369712,Main,area_vague,,,,37.927733,-122.369712,1.0,Male,44.0,,Hispanic,,,,,,1,5,11,6,8,10,7,9,2,4,12,3,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,,Housing Type 2,,,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,,,,Released from jail/prison,,
278,R_kCQKnI06pK1MpCX,2025-07-28 10:48:19,37.944207,-122.349653,Gaynor,address,37.9443707,-122.3431649,569.2,37.944207,-122.349653,1.0,Non-Binary/Other,,,,,,,,,1,2,10,9,7,12,4,3,8,6,11,5,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,,Housing Type 1,Housing Type 2,,Housing Type 2,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,Could not pay rent,,,,,
279,R_idiSJLKovUkvDlz,2025-07-28 10:48:20,37.94427,-122.349642,Gaynor,address,37.9443707,-122.3431649,568.1,37.94427,-122.349642,1.0,Female,,,,,,,,,3,8,6,11,5,12,1,9,7,10,2,4,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,No,No,No,No,No,No,No,No,No,No,No,No,,Chose to leave due to issues with family/friend/roommate,,,,,,,
280,R_8bzAiMconwEMbLb,2025-07-28 10:48:22,37.944182,-122.349608,Richmond,area_vague,,,,37.944182,-122.349608,0.0,Male,44.0,,,,Asian,,No Shelter/Outside,No Shelter/Outside,9,4,2,1,10,5,12,11,3,7,6,8,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,Eviction,,,
281,R_l8BykfoXWiLz4QR,2025-07-28 10:48:23,37.944235,-122.349653,Richmond,area_vague,,,,37.944235,-122.349653,1.0,Non-Binary/Other,21.0,,,,Asian,,,,1,6,11,8,9,12,4,3,5,7,2,10,Housing Type 1,,Housing Type 1,Housing Type 2,,Housing Type 1,Housing Type 2,Housing Type 2,,Housing Type 1,Housing Type 2,Housing Type 2,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Released from jail/prison,,
282,R_dz3ff18oOBjk12v,2025-07-28 11:09:44,37.93196,-122.359808,Harbour way,address,38.1077676,-122.2650986,21236.5,37.93196,-122.359808,1.0,Male,49.0,White,,,,,,No Shelter/Outside,2,4,11,5,1,3,6,8,9,10,7,12,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,,,Eviction,Released from jail/prison,,
283,R_29iSNEx9dkgwqOf,2025-07-28 11:28:01,37.93194,-122.359815,Richmond,area_vague,,,,37.93194,-122.359815,1.0,Male,58.0,,Hispanic,,,,,,3,1,10,12,5,8,4,9,6,7,11,2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,,Housing Type 1,Housing Type 1,,,Housing Type 2,Housing Type 2,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,Released from jail/prison,,
284,R_1JnNvMk1jzryCRx,2025-07-29 22:52:12,,,"37.8271605, -122.2792898",coord_decimal,37.8271605,-122.2792898,,37.8271605,-122.2792898,1.0,Male,44.0,,Hispanic,,,,,,5,8,1,6,9,12,2,3,7,11,10,4,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Released from jail/prison,,
285,R_dUkqzKMRLyw64R4,2025-07-29 22:52:13,37.827282,-122.279272,"37.8271605, -122.2792898",coord_decimal,37.8271605,-122.2792898,13.6,37.827282,-122.279272,0.0,Male,33.0,,,Black,,,,,1,6,3,7,12,8,9,5,2,11,10,4,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
286,R_cZF2HTigiKz2OP3,2025-08-03 21:05:42,37.792767,-122.263738,"37.7931168, -122.2640616",coord_decimal,37.7931168,-122.2640616,48.2,37.792767,-122.263738,0.0,Male,41.0,,Hispanic,,,,,,4,7,5,8,9,3,1,10,6,12,11,2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Divorce/breakup,,,,,,
287,R_35duDZeadS6SPYU,2025-08-03 21:05:43,,,"37.7931168, -122.2640616",coord_decimal,37.7931168,-122.2640616,,37.7931168,-122.2640616,1.0,Male,38.0,,Hispanic,,,,,,6,12,9,10,8,11,4,7,5,2,3,1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,,,Divorce/breakup,,,,,,
288,R_7zMCSFHBJgHZvM8,2025-08-03 21:05:44,,,"37.7931168, -122.2640616",coord_decimal,37.7931168,-122.2640616,,37.7931168,-122.2640616,1.0,Female,43.0,,Hispanic,,,,,,3,9,5,6,7,4,11,12,10,2,1,8,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,,,,Could not pay rent,,,,,
289,R_5wj3p8VrIHTPwvZ,2025-08-03 21:05:44,37.792722,-122.263742,"37.7931168, -122.2640616",coord_decimal,37.7931168,-122.2640616,52.1,37.792722,-122.263742,1.0,Male,63.0,,,,Asian,,,,6,5,8,4,11,9,3,12,10,2,1,7,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,,,,,,,,Other (Specify),Got fired . Was workimg where he lived
290,R_erCsQMC0ifZ0fPI,2025-08-03 21:05:45,37.792767,-122.263737,"37.7931168, -122.2640616",coord_decimal,37.7931168,-122.2640616,48.2,37.792767,-122.263737,0.0,Female,41.0,White,,,,,,,3,8,10,4,7,5,12,9,11,2,1,6,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,,,,Could not pay rent,,,,,
291,R_4gzhMiq81wL7nTN,2025-08-03 21:05:46,37.792742,-122.263727,"37.7931168, -122.2640616",coord_decimal,37.7931168,-122.2640616,51.0,37.792742,-122.263727,1.0,Female,43.0,White,,,,,,No Shelter/Outside,2,7,9,3,4,6,8,10,5,12,11,1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,,,Divorce/breakup,,,,,,
292,R_0zbVAocx34MRGTU,2025-08-03 21:05:47,,,"37.7931168, -122.2640616",coord_decimal,37.7931168,-122.2640616,,37.7931168,-122.2640616,0.0,Male,38.0,,,Black,,,,No Shelter/Outside,4,5,8,3,7,11,9,12,10,2,1,6,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,,,,Could not pay rent,,,,,
293,R_9CukMTvuCOk1P0T,2025-08-03 21:05:48,,,"37.7931168, -122.2640616",coord_decimal,37.7931168,-122.2640616,,37.7931168,-122.2640616,0.0,Female,31.0,,Hispanic,Black,,,,No Shelter/Outside,3,9,5,4,7,11,12,8,10,2,1,6,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,Divorce/breakup,,,,,,
294,R_3X3BJf6e2nUtk6u,2025-08-03 21:05:49,,,"37.7931168, -122.2640616",coord_decimal,37.7931168,-122.2640616,,37.7931168,-122.2640616,0.0,Female,55.0,,Hispanic,,,,,,3,9,6,1,8,5,7,11,10,4,12,2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,,,,,,,,Other (Specify),Domestic violence
295,R_kVJ074vo1gPT7XS,2025-08-03 21:05:50,37.792635,-122.263382,"37.7931168, -122.2640616",coord_decimal,37.7931168,-122.2640616,80.2,37.792635,-122.263382,1.0,Female,58.0,,,,Asian,,,,3,4,7,6,9,10,5,12,11,2,1,8,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Got fired from the place where i live and work
296,R_fOvtLsr8owYaqfP,2025-08-03 21:05:51,37.792632,-122.263383,"37.7931168, -122.2640616",coord_decimal,37.7931168,-122.2640616,80.4,37.792632,-122.263383,1.0,Male,55.0,White,,,,,,,1,4,8,2,10,9,3,7,6,12,11,5,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,,,,Could not pay rent,,,,,
297,R_3T32ZuS3wadfNO2,2025-08-03 21:05:52,,,"37.7931168, -122.2640616",coord_decimal,37.7931168,-122.2640616,,37.7931168,-122.2640616,0.0,Male,43.0,,,,,,,,3,8,7,5,10,12,6,11,4,2,1,9,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,,,,Could not pay rent,,,,,
298,R_7ZTvir0GEdBJs2T,2025-08-03 21:05:53,37.792633,-122.263393,"37.7931168, -122.2640616",coord_decimal,37.7931168,-122.2640616,79.7,37.792633,-122.263393,1.0,Male,31.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,2,3,11,6,10,9,8,1,7,12,5,4,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,,,,,,,Other (Specify),Landlord discrimination
299,R_99LOkwArP9hbNJa,2025-08-03 21:05:54,,,"37.7931168, -122.2640616",coord_decimal,37.7931168,-122.2640616,,37.7931168,-122.2640616,1.0,Male,41.0,,,Black,,,,,3,4,11,8,12,10,5,1,7,6,9,2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Faulty rental agreement
300,R_gLrugQDEWWtHDNP,2025-08-09 12:00:32,,,5951 College Ave,address,37.8478655,-122.2525184,,37.8478655,-122.2525184,0.0,Female,42.0,,Hispanic,,,,,No Shelter/Outside,1,3,4,9,5,11,6,10,7,12,8,2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,,,Could not pay rent,,,,,
301,R_7HyQ6u9eqhrtuOk,2025-08-09 12:00:33,37.84781,-122.252398,"5468 locksley ave oakland, ca 94618",address,37.8433157,-122.2537665,514.0,37.84781,-122.252398,0.0,Male,40.0,White,,,,,No Shelter/Outside,No Shelter/Outside,1,4,12,9,7,6,10,11,3,5,8,2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Chose to leave due to issues with family/friend/roommate,,,,,,,
302,R_eOts5BSkjw6NpUA,2025-08-09 12:00:34,37.847883,-122.252367,1610 san pablo ave berkeley ca,address,37.8749191,-122.2942927,4752.3,37.847883,-122.252367,1.0,Male,53.0,White,,,,,No Shelter/Outside,No Shelter/Outside,4,11,7,10,2,12,3,1,5,9,8,6,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,Eviction,,,
303,R_9S0zeFQKbcqHKAd,2025-08-09 12:00:35,37.847833,-122.252418,5418 miles ave oakland ca 94618,address,37.8426462,-122.255307,630.1,37.847833,-122.252418,1.0,Male,72.0,White,,,,,,,1,8,11,7,4,5,3,10,2,12,9,6,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Was in shelter and they moved me out ans fhrew out my stuff
304,R_5ykhZXpsBAQWLhd,2025-08-09 12:00:36,37.848683,-122.245603,Behind 493 Forest street oakland ca 94618,area_vague,,,,37.848683,-122.245603,0.0,Male,36.0,White,,,,,No Shelter/Outside,No Shelter/Outside,2,6,8,7,5,9,3,11,4,12,10,1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,Eviction,,,
305,R_biyaxJNaqoRFS0o,2025-08-09 12:15:34,37.848777,-122.245037,Behind 493 forest st oakland ca 94618,area_vague,,,,37.848777,-122.245037,1.0,Female,29.0,,Hispanic,,,,,,1,10,3,12,4,8,7,9,5,11,6,2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,Divorce/breakup,Could not pay rent,,,,,
306,R_jdUp1tcZAkC1hA0,2025-08-09 19:58:53,37.792567,-122.263367,"37.7930763, -122.2638678",coord_decimal,37.7930763,-122.2638678,71.7,37.792567,-122.263367,1.0,Male,42.0,,,Black,,,,No Shelter/Outside,4,1,9,3,12,6,2,7,8,11,10,5,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,,,,Could not pay rent,,,,,
307,R_2VWgdQoDNw3RJLL,2025-08-09 19:58:55,37.792582,-122.26339,"37.7930763, -122.2638678",coord_decimal,37.7930763,-122.2638678,69.2,37.792582,-122.26339,1.0,Female,61.0,,Hispanic,,,,,,3,6,7,4,12,10,8,9,11,1,2,5,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,,,,,,,,Other (Specify),Landlord needed property back
308,R_lg8tVcko2Aqbrba,2025-08-09 19:58:56,37.792655,-122.263415,"37.7930763, -122.2638678",coord_decimal,37.7930763,-122.2638678,61.5,37.792655,-122.263415,1.0,Male,58.0,,Hispanic,,,American Indian,No Shelter/Outside,No Shelter/Outside,3,6,11,4,8,12,10,9,7,2,1,5,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,,,,,,,,Other (Specify),Property owner died. Nee owner wanted them out
309,R_0GRmTQdXPCX7CfQ,2025-08-09 19:58:58,37.792587,-122.263398,"37.7930763, -122.2638678",coord_decimal,37.7930763,-122.2638678,68.3,37.792587,-122.263398,1.0,Male,53.0,White,,,,,,,3,6,11,4,5,9,8,10,12,2,1,7,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
310,R_7nCwLDKUS9gsMHk,2025-08-09 19:58:59,37.792567,-122.263422,"37.7930763, -122.2638678",coord_decimal,37.7930763,-122.2638678,68.9,37.792567,-122.263422,1.0,Male,45.0,,,Black,,,,,3,7,12,10,9,11,4,6,5,2,1,8,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,,,,,,,,Other (Specify),Went to jail
311,R_4s7v5nRD7d0bxIY,2025-08-09 19:59:00,37.792548,-122.263432,"37.7930763, -122.2638678",coord_decimal,37.7930763,-122.2638678,70.1,37.792548,-122.263432,0.0,Male,56.0,White,,,,,,,4,9,11,10,12,7,5,8,3,1,2,6,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,,,Could not pay rent,,,,,
312,R_7yydWgariObZaK6,2025-08-09 19:59:02,37.79259,-122.263428,"37.7930763, -122.2638678",coord_decimal,37.7930763,-122.2638678,66.5,37.79259,-122.263428,0.0,Female,46.0,White,,,,,,,3,7,11,6,12,9,8,10,5,1,2,4,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,Could not pay rent,,,,,
313,R_mxru7TWtxzeczdn,2025-08-09 19:59:04,37.855287,-122.293178,"37.8554183, -122.2924001",coord_decimal,37.8554183,-122.2924001,69.8,37.855287,-122.293178,0.0,Female,49.0,White,,,,,,,3,4,11,8,7,12,6,9,5,2,1,10,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
314,R_nfVN1KkvLdz43o0,2025-08-09 19:59:05,37.85527,-122.292993,"37.8554183, -122.2924001",coord_decimal,37.8554183,-122.2924001,54.6,37.85527,-122.292993,0.0,Male,58.0,White,,,,,,,3,7,11,4,9,12,5,10,6,1,2,8,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
315,R_ctpFDvyEn1UPXYb,2025-08-09 19:59:07,37.855247,-122.292977,"37.8554183, -122.2924001",coord_decimal,37.8554183,-122.2924001,54.1,37.855247,-122.292977,0.0,Male,65.0,,,Black,,,No Shelter/Outside,No Shelter/Outside,7,3,8,2,10,6,4,9,5,12,11,1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,,,,,Rent increase,,,,
316,R_aORCuvHWPjvZEFS,2025-08-09 19:59:08,37.855243,-122.293013,"37.8554183, -122.2924001",coord_decimal,37.8554183,-122.2924001,57.2,37.855243,-122.293013,0.0,Male,50.0,White,,,,,No Shelter/Outside,,1,3,7,9,10,6,4,11,5,12,2,8,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,Other (Specify),Roommate died so he had to leave
317,R_o4ulUjJlBCNt1B3,2025-08-09 19:59:10,37.855228,-122.293038,"37.8554183, -122.2924001",coord_decimal,37.8554183,-122.2924001,59.9,37.855228,-122.293038,,Female,20.0,White,,,,,,,4,10,3,5,2,7,1,9,8,6,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (Specify),Not sure
