new_id,Response_ID,Recorded_Date,best_lat,best_lon,input_category,distance_m,sweep,gender,age,race_White,race_Hispanic,race_Black,last_30_noshelter,_3year_noshelter,sweeps_100m,closures_100m,sweeps_200m,closures_200m,shelter_aversion_score,top_shelter_attribute,Rank___Level_of_privacy,Rank___Length_allowed_to_stay,Rank___Security_Guards,Rank___Case_Management,Rank___Close_to_transit,Rank___Proximity_to_where_you_st,Rank___Substance_Use_Policy,Rank___Participation_in_rule_mak,Rank___Curfew_Policy,Rank___Pet_Policy,Rank___Partners_Policy,Rank___How_Clean_it_is,Preferred_B1Q1,Preferred_B1Q2,Preferred_B1Q3,Preferred_B1Q4,Preferred_B2Q1,Preferred_B2Q2,Preferred_B2Q3,Preferred_B2Q4,Preferred_B3Q1,Preferred_B3Q2,Preferred_B3Q3,Preferred_B3Q4,Outside_Option_B1Q1,Outside_Option_B1Q2,Outside_Option_B1Q3,Outside_Option_B1Q4,Outside_Option_B2Q1,Outside_Option_B2Q2,Outside_Option_B2Q3,Outside_Option_B2Q4,Outside_Option_B3Q1,Outside_Option_B3Q2,Outside_Option_B3Q3,Outside_Option_B3Q4,trigger___Selected_Choice_Family,trigger___Selected_Choice_Chose_,trigger___Selected_Choice_Divorc,trigger___Selected_Choice_Could_,trigger___Selected_Choice_Rent_i,trigger___Selected_Choice_Evicti,trigger___Selected_Choice_Releas,trigger___Selected_Choice_Other_,trigger___Other__Specify____Text
285,R_dUkqzKMRLyw64R4,2025-07-29 22:52:13,37.827282,-122.279272,coord_decimal,13.6,0.0,Male,33.0,,,Black,,,1,1,6,6,0.9166666666666666,Level of privacy,1.0,6.0,3.0,7.0,12.0,8.0,9.0,5.0,2.0,11.0,10.0,4.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
286,R_cZF2HTigiKz2OP3,2025-08-03 21:05:42,37.792767,-122.263738,coord_decimal,48.2,0.0,Male,41.0,,Hispanic,,,,0,0,0,0,1.0,Substance Use Policy,4.0,7.0,5.0,8.0,9.0,3.0,1.0,10.0,6.0,12.0,11.0,2.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Divorce/breakup,,,,,,
287,R_35duDZeadS6SPYU,2025-08-03 21:05:43,37.7931168,-122.2640616,coord_decimal,,1.0,Male,38.0,,Hispanic,,,,0,0,2,2,0.5833333333333334,How Clean it is,6.0,12.0,9.0,10.0,8.0,11.0,4.0,7.0,5.0,2.0,3.0,1.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,,,Divorce/breakup,,,,,,
288,R_7zMCSFHBJgHZvM8,2025-08-03 21:05:44,37.7931168,-122.2640616,coord_decimal,,1.0,Female,43.0,,Hispanic,,,,0,0,2,2,0.3333333333333333,Partners Policy,3.0,9.0,5.0,6.0,7.0,4.0,11.0,12.0,10.0,2.0,1.0,8.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,,,,Could not pay rent,,,,,
289,R_5wj3p8VrIHTPwvZ,2025-08-03 21:05:44,37.792722,-122.263742,coord_decimal,52.1,1.0,Male,63.0,,,,,,0,0,0,0,0.4166666666666667,Partners Policy,6.0,5.0,8.0,4.0,11.0,9.0,3.0,12.0,10.0,2.0,1.0,7.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,,,,,,,,Other (Specify),Got fired . Was workimg where he lived
290,R_erCsQMC0ifZ0fPI,2025-08-03 21:05:45,37.792767,-122.263737,coord_decimal,48.2,0.0,Female,41.0,White,,,,,0,0,0,0,0.3333333333333333,Partners Policy,3.0,8.0,10.0,4.0,7.0,5.0,12.0,9.0,11.0,2.0,1.0,6.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,,,,Could not pay rent,,,,,
291,R_4gzhMiq81wL7nTN,2025-08-03 21:05:46,37.792742,-122.263727,coord_decimal,51.0,1.0,Female,43.0,White,,,,No Shelter/Outside,0,0,0,0,0.6666666666666666,How Clean it is,2.0,7.0,9.0,3.0,4.0,6.0,8.0,10.0,5.0,12.0,11.0,1.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,,,Divorce/breakup,,,,,,
292,R_0zbVAocx34MRGTU,2025-08-03 21:05:47,37.7931168,-122.2640616,coord_decimal,,0.0,Male,38.0,,,Black,,No Shelter/Outside,0,0,2,2,0.5833333333333334,Partners Policy,4.0,5.0,8.0,3.0,7.0,11.0,9.0,12.0,10.0,2.0,1.0,6.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,,,,Could not pay rent,,,,,
293,R_9CukMTvuCOk1P0T,2025-08-03 21:05:48,37.7931168,-122.2640616,coord_decimal,,0.0,Female,31.0,,Hispanic,Black,,No Shelter/Outside,0,0,2,2,0.75,Partners Policy,3.0,9.0,5.0,4.0,7.0,11.0,12.0,8.0,10.0,2.0,1.0,6.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,,Divorce/breakup,,,,,,
294,R_3X3BJf6e2nUtk6u,2025-08-03 21:05:49,37.7931168,-122.2640616,coord_decimal,,0.0,Female,55.0,,Hispanic,,,,0,0,2,2,0.5833333333333334,Case Management,3.0,9.0,6.0,1.0,8.0,5.0,7.0,11.0,10.0,4.0,12.0,2.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,,,,,,,,Other (Specify),Domestic violence
295,R_kVJ074vo1gPT7XS,2025-08-03 21:05:50,37.792635,-122.263382,coord_decimal,80.2,1.0,Female,58.0,,,,,,0,0,0,0,0.5833333333333334,Partners Policy,3.0,4.0,7.0,6.0,9.0,10.0,5.0,12.0,11.0,2.0,1.0,8.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Got fired from the place where i live and work
296,R_fOvtLsr8owYaqfP,2025-08-03 21:05:51,37.792632,-122.263383,coord_decimal,80.4,1.0,Male,55.0,White,,,,,0,0,0,0,0.4166666666666667,Level of privacy,1.0,4.0,8.0,2.0,10.0,9.0,3.0,7.0,6.0,12.0,11.0,5.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,,,,Could not pay rent,,,,,
297,R_3T32ZuS3wadfNO2,2025-08-03 21:05:52,37.7931168,-122.2640616,coord_decimal,,0.0,Male,43.0,,,,,,0,0,2,2,0.3333333333333333,Partners Policy,3.0,8.0,7.0,5.0,10.0,12.0,6.0,11.0,4.0,2.0,1.0,9.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,,,,Could not pay rent,,,,,
298,R_7ZTvir0GEdBJs2T,2025-08-03 21:05:53,37.792633,-122.263393,coord_decimal,79.7,1.0,Male,31.0,,,Black,No Shelter/Outside,No Shelter/Outside,0,0,0,0,0.75,Participation in rule mak,2.0,3.0,11.0,6.0,10.0,9.0,8.0,1.0,7.0,12.0,5.0,4.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,,,,,,,,Other (Specify),Landlord discrimination
299,R_99LOkwArP9hbNJa,2025-08-03 21:05:54,37.7931168,-122.2640616,coord_decimal,,1.0,Male,41.0,,,Black,,,0,0,2,2,0.8333333333333334,Participation in rule mak,3.0,4.0,11.0,8.0,12.0,10.0,5.0,1.0,7.0,6.0,9.0,2.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Faulty rental agreement
300,R_gLrugQDEWWtHDNP,2025-08-09 12:00:32,37.8478655,-122.2525184,address,,0.0,Female,42.0,,Hispanic,,,No Shelter/Outside,0,0,0,0,0.75,Level of privacy,1.0,3.0,4.0,9.0,5.0,11.0,6.0,10.0,7.0,12.0,8.0,2.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,,,,Could not pay rent,,,,,
301,R_7HyQ6u9eqhrtuOk,2025-08-09 12:00:33,37.84781,-122.252398,address,514.0,0.0,Male,40.0,White,,,No Shelter/Outside,No Shelter/Outside,0,0,0,0,0.8333333333333334,Level of privacy,1.0,4.0,12.0,9.0,7.0,6.0,10.0,11.0,3.0,5.0,8.0,2.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Chose to leave due to issues with family/friend/roommate,,,,,,,
302,R_eOts5BSkjw6NpUA,2025-08-09 12:00:34,37.847883,-122.252367,address,4752.3,1.0,Male,53.0,White,,,No Shelter/Outside,No Shelter/Outside,0,0,0,0,0.8333333333333334,Participation in rule mak,4.0,11.0,7.0,10.0,2.0,12.0,3.0,1.0,5.0,9.0,8.0,6.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,Eviction,,,
303,R_9S0zeFQKbcqHKAd,2025-08-09 12:00:35,37.847833,-122.252418,address,630.1,1.0,Male,72.0,White,,,,,0,0,0,0,0.8333333333333334,Level of privacy,1.0,8.0,11.0,7.0,4.0,5.0,3.0,10.0,2.0,12.0,9.0,6.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Was in shelter and they moved me out ans fhrew out my stuff
304,R_5ykhZXpsBAQWLhd,2025-08-09 12:00:36,37.848683,-122.245603,area_vague,,0.0,Male,36.0,White,,,No Shelter/Outside,No Shelter/Outside,0,0,0,0,0.9166666666666666,How Clean it is,2.0,6.0,8.0,7.0,5.0,9.0,3.0,11.0,4.0,12.0,10.0,1.0,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Could not pay rent,,Eviction,,,
305,R_biyaxJNaqoRFS0o,2025-08-09 12:15:34,37.848777,-122.245037,area_vague,,1.0,Female,29.0,,Hispanic,,,,0,0,0,0,0.8333333333333334,Level of privacy,1.0,10.0,3.0,12.0,4.0,8.0,7.0,9.0,5.0,11.0,6.0,2.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,Divorce/breakup,Could not pay rent,,,,,
306,R_jdUp1tcZAkC1hA0,2025-08-09 19:58:53,37.792567,-122.263367,coord_decimal,71.7,1.0,Male,42.0,,,Black,,No Shelter/Outside,0,0,0,0,0.6666666666666666,Length allowed to stay,4.0,1.0,9.0,3.0,12.0,6.0,2.0,7.0,8.0,11.0,10.0,5.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,,,,Could not pay rent,,,,,
307,R_2VWgdQoDNw3RJLL,2025-08-09 19:58:55,37.792582,-122.26339,coord_decimal,69.2,1.0,Female,61.0,,Hispanic,,,,0,0,0,0,0.4166666666666667,Pet Policy,3.0,6.0,7.0,4.0,12.0,10.0,8.0,9.0,11.0,1.0,2.0,5.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,,,,,,,,Other (Specify),Landlord needed property back
308,R_lg8tVcko2Aqbrba,2025-08-09 19:58:56,37.792655,-122.263415,coord_decimal,61.5,1.0,Male,58.0,,Hispanic,,No Shelter/Outside,No Shelter/Outside,0,0,0,0,0.3333333333333333,Partners Policy,3.0,6.0,11.0,4.0,8.0,12.0,10.0,9.0,7.0,2.0,1.0,5.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,,,,,,,,Other (Specify),Property owner died. Nee owner wanted them out
309,R_0GRmTQdXPCX7CfQ,2025-08-09 19:58:58,37.792587,-122.263398,coord_decimal,68.3,1.0,Male,53.0,White,,,,,0,0,0,0,0.3333333333333333,Partners Policy,3.0,6.0,11.0,4.0,5.0,9.0,8.0,10.0,12.0,2.0,1.0,7.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
310,R_7nCwLDKUS9gsMHk,2025-08-09 19:58:59,37.792567,-122.263422,coord_decimal,68.9,1.0,Male,45.0,,,Black,,,0,0,0,0,0.4166666666666667,Partners Policy,3.0,7.0,12.0,10.0,9.0,11.0,4.0,6.0,5.0,2.0,1.0,8.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,,,,,,,,Other (Specify),Went to jail
311,R_4s7v5nRD7d0bxIY,2025-08-09 19:59:00,37.792548,-122.263432,coord_decimal,70.1,0.0,Male,56.0,White,,,,,0,0,0,0,0.3333333333333333,Pet Policy,4.0,9.0,11.0,10.0,12.0,7.0,5.0,8.0,3.0,1.0,2.0,6.0,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,,,Could not pay rent,,,,,
312,R_7yydWgariObZaK6,2025-08-09 19:59:02,37.79259,-122.263428,coord_decimal,66.5,0.0,Female,46.0,White,,,,,0,0,0,0,0.08333333333333333,Pet Policy,3.0,7.0,11.0,6.0,12.0,9.0,8.0,10.0,5.0,1.0,2.0,4.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,Could not pay rent,,,,,
313,R_mxru7TWtxzeczdn,2025-08-09 19:59:04,37.855287,-122.293178,coord_decimal,69.8,0.0,Female,49.0,White,,,,,0,0,0,0,0.4166666666666667,Partners Policy,3.0,4.0,11.0,8.0,7.0,12.0,6.0,9.0,5.0,2.0,1.0,10.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
314,R_nfVN1KkvLdz43o0,2025-08-09 19:59:05,37.85527,-122.292993,coord_decimal,54.6,0.0,Male,58.0,White,,,,,0,0,0,0,0.5,Pet Policy,3.0,7.0,11.0,4.0,9.0,12.0,5.0,10.0,6.0,1.0,2.0,8.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
315,R_ctpFDvyEn1UPXYb,2025-08-09 19:59:07,37.855247,-122.292977,coord_decimal,54.1,0.0,Male,65.0,,,Black,No Shelter/Outside,No Shelter/Outside,0,0,0,0,0.5,How Clean it is,7.0,3.0,8.0,2.0,10.0,6.0,4.0,9.0,5.0,12.0,11.0,1.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,,,,,Rent increase,,,,
316,R_aORCuvHWPjvZEFS,2025-08-09 19:59:08,37.855243,-122.293013,coord_decimal,57.2,0.0,Male,50.0,White,,,No Shelter/Outside,,0,0,0,0,0.16666666666666666,Level of privacy,1.0,3.0,7.0,9.0,10.0,6.0,4.0,11.0,5.0,12.0,2.0,8.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,Other (Specify),Roommate died so he had to leave
317,R_o4ulUjJlBCNt1B3,2025-08-09 19:59:10,37.855228,-122.293038,coord_decimal,59.9,,Female,20.0,White,,,,,0,0,0,0,0.0,Substance Use Policy,4.0,10.0,3.0,5.0,2.0,7.0,1.0,9.0,8.0,6.0,12.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (Specify),Not sure
318,R_nLxb2R0VlpOPPln,2025-08-09 19:59:11,37.855132,-122.293588,coord_decimal,109.0,0.0,Male,60.0,White,,,,,0,0,0,0,0.6666666666666666,Curfew Policy,6.0,9.0,8.0,12.0,2.0,7.0,3.0,5.0,1.0,10.0,11.0,4.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Left state for better opportunity
319,R_oRWiHCz0ydbI1Kn,2025-08-09 19:59:13,37.855183,-122.293413,coord_decimal,92.7,0.0,Male,73.0,,,,,,0,0,0,0,0.5833333333333334,Pet Policy,3.0,5.0,6.0,2.0,8.0,4.0,10.0,7.0,11.0,1.0,12.0,9.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,,,,,,,,Other (Specify),Wife died and he didnt see a point to paying bills
320,R_jitgCKxMAjuAyNG,2025-08-10 23:11:48,37.803687,-122.293742,coord_decimal,45.2,0.0,Male,34.0,White,,,,,2,0,5,2,0.5,Partners Policy,3.0,9.0,8.0,10.0,11.0,5.0,2.0,7.0,4.0,12.0,1.0,6.0,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,,,,,,,Other (Specify),Never had a plac3
321,R_if1mLVTZauxocMi,2025-08-10 23:11:49,37.803847,-122.293832,coord_decimal,60.2,0.0,Female,57.0,White,,,,,2,0,5,2,0.4166666666666667,Pet Policy,2.0,4.0,11.0,6.0,9.0,10.0,3.0,7.0,5.0,1.0,12.0,8.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,,,,,,,,Other (Specify),Avoiding getting in trouble
322,R_9AQw2VEOc8LkAzN,2025-08-10 23:11:51,37.803825,-122.29386,coord_decimal,61.0,0.0,Male,48.0,,,Black,No Shelter/Outside,No Shelter/Outside,2,0,5,2,0.3333333333333333,Level of privacy,1.0,4.0,8.0,6.0,7.0,9.0,3.0,11.0,2.0,10.0,12.0,5.0,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,,,,,,,,Other (Specify),Landlord wanted him to move
323,R_gKo3RzA9fX86d5n,2025-08-10 23:11:52,37.80379,-122.293817,coord_decimal,55.8,0.0,Female,59.0,White,,,,,2,0,5,2,0.25,Partners Policy,3.0,6.0,11.0,5.0,12.0,9.0,4.0,8.0,10.0,2.0,1.0,7.0,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,,,,,,,,Other (Specify),Live/ work. Got fired
324,R_b2yWkfCcoztYrvd,2025-08-10 23:11:53,37.803803,-122.29383,coord_decimal,57.5,0.0,Male,55.0,White,,,,,2,0,5,2,0.16666666666666666,Partners Policy,3.0,7.0,10.0,5.0,12.0,8.0,4.0,11.0,6.0,2.0,1.0,9.0,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 2,Housing Type 2,No,No,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,Other (Specify),Live / work  got fired
325,R_kHR41fag5qHaU9z,2025-08-10 23:11:55,37.803428,-122.292418,coord_decimal,75.0,0.0,Male,49.0,,,Black,,,5,2,7,4,0.9166666666666666,Level of privacy,1.0,4.0,7.0,2.0,9.0,8.0,5.0,6.0,10.0,11.0,12.0,3.0,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Other (Specify),Somebody trieed to kill me
326,R_1mZhZBV78PKEsCA,2025-08-10 23:11:56,37.803667,-122.291943,coord_decimal,116.0,0.0,Female,56.0,White,,,,,3,2,7,4,0.3333333333333333,Pet Policy,5.0,2.0,7.0,3.0,8.0,12.0,11.0,9.0,4.0,1.0,10.0,6.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,,,,,,,,Other (Specify),Conflicts with management
327,R_6bnWpi35sgyS9MJ,2025-08-10 23:11:57,37.8037,-122.29196,coord_decimal,115.0,1.0,Female,44.0,White,,,,,3,2,7,4,0.3333333333333333,Case Management,3.0,6.0,11.0,1.0,8.0,12.0,10.0,7.0,4.0,2.0,9.0,5.0,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Housing Type 1,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,,,,,,,,Other (Specify),Moved to be with a boyfriend
328,R_eFCZVRXRjpoODed,2025-08-10 23:11:59,37.810405,-122.291382,coord_decimal,779.4,1.0,Male,59.0,White,,,,,37,29,72,54,0.4166666666666667,Pet Policy,3.0,8.0,12.0,6.0,11.0,9.0,4.0,10.0,5.0,1.0,2.0,7.0,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 1,Housing Type 2,Housing Type 1,Housing Type 2,Housing Type 2,Housing Type 1,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,"Family/friend/roommate asked me to leave (dispute, needed room, etc.)",,,,,,,,
