location_raw,district,sensitivity_zone,OPERATION START DATE,OPERATION END DATE,start_date,end_date,duration_days,year,month,year_month,policy_era,intervention_primary,intervention_secondary,is_mixed_intervention,not_executed,is_self_closure,with_outreach,spatial_notes,location_type,location_for_geocoding,latitude,longitude,geocode_source,intervention_raw
W Grand between Union St & Poplar St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand between Union Street & Poplar Street, Oakland, CA",,,,Closure
Union St between 21st St & W Grand Ave,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Union Street between 21st Street & West Grand Avenue, Oakland, CA",,,,Closure
Union St between 19th St & 21st St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Union Street between 19th Street & 21st Street, Oakland, CA",,,,Closure
19th St between Union St and Adeline St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"19th Street between Union Street and Adeline Street, Oakland, CA",,,,Closure
Poplar St between 21st St and W Grand Ave,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Poplar Street between 21st Street and West Grand Avenue, Oakland, CA",,,,Closure
Poplar St between 20th St and 21st St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Poplar Street between 20th Street and 21st Street, Oakland, CA",,,,Closure
Poplar St between 18th St and 20th St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Poplar Street between 18th Street and 20th Street, Oakland, CA",,,,Closure
Adeline St between 21st St & W Grand Ave,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Adeline Street between 21st Street & West Grand Avenue, Oakland, CA",,,,Closure
Adeline St between 18th St & 19th St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Adeline Street between 18th Street & 19th Street, Oakland, CA",,,,Closure
18th St between Mandela Pkwy & Poplar St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"18th Street between Mandela Parkway & Poplar Street, Oakland, CA",,,,Closure
18th St between Poplar St and Adeline St,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"18th Street between Poplar Street and Adeline Street, Oakland, CA",,,,Closure
Linden St between 21St & W Grand Ave,D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Linden Street between 21St & West Grand Avenue, Oakland, CA",,,,Closure
"Lake Merritt -- All Parks, City Assets, and Walkways",D3,High,"April 07, 2025","April 11, 2025",2025-04-07,2025-04-11,4,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,named_place,"Lake Merritt -- All Parks, City Assets, and Walkways, Oakland, CA",37.7982,-122.2587,known_place_lookup,Closure
Railroad Ave between Louisiana St and 85th Ave,D7,High,"April 03, 2025","April 04, 2025",2025-04-03,2025-04-04,1,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Railroad Avenue between Louisiana Street and 85th Avenue, Oakland, CA",,,,Closure
105th Ave between Russet St & San Leandro St,D7,High,"April 02, 2025","April 04, 2025",2025-04-02,2025-04-04,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"105th Avenue between Russet Street & San Leandro Street, Oakland, CA",,,,Closure
San Leandro St between 106th Ave and 107th Ave,D7,High,"April 02, 2025","April 04, 2025",2025-04-02,2025-04-04,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Leandro Street between 106th Avenue and 107th Avenue, Oakland, CA",,,,Closure
San Leandro St between 105th Ave and 106th Ave,D7,High,"April 02, 2025","April 04, 2025",2025-04-02,2025-04-04,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"San Leandro Street between 105th Avenue and 106th Avenue, Oakland, CA",,,,Closure
"Lake Merritt -- All Parks, City Assets, and Walkways",D3,High,"April 02, 2025","April 04, 2025",2025-04-02,2025-04-04,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,named_place,"Lake Merritt -- All Parks, City Assets, and Walkways, Oakland, CA",37.7982,-122.2587,known_place_lookup,Closure
Bancroft between Hole St & Trask St,D6,High,"April 01, 2025","April 03, 2025",2025-04-01,2025-04-03,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Bancroft between Hole Street & Trask Street, Oakland, CA",,,,Closure
55th Ave between Hilton St & Foothill Blvd,D6,High,"April 01, 2025","April 03, 2025",2025-04-01,2025-04-03,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"55th Avenue between Hilton Street & Foothill Boulevard, Oakland, CA",,,,Closure
55th Ave between Bancroft Ave & Hilton St,D6,High,"April 01, 2025","April 03, 2025",2025-04-01,2025-04-03,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"55th Avenue between Bancroft Avenue & Hilton Street, Oakland, CA",,,,Closure
Trask St between Foothill Blvd and Bancroft Ave,D6,High,"April 01, 2025","April 03, 2025",2025-04-01,2025-04-03,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Trask Street between Foothill Boulevard and Bancroft Avenue, Oakland, CA",,,,Closure
Foothill blvd between Trask St and 57th Ave,D6,High,"April 01, 2025","April 03, 2025",2025-04-01,2025-04-03,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Foothill blvd between Trask Street and 57th Avenue, Oakland, CA",,,,Closure
57th Ave between Foothill Blvd and Bancroft Ave,D6,High,"April 01, 2025","April 03, 2025",2025-04-01,2025-04-03,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"57th Avenue between Foothill Boulevard and Bancroft Avenue, Oakland, CA",,,,Closure
Hilton St between 55th Ave and Bancroft Ave,D6,High,"April 01, 2025","April 03, 2025",2025-04-01,2025-04-03,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Hilton Street between 55th Avenue and Bancroft Avenue, Oakland, CA",,,,Closure
Bancroft between Cole St and 55th St,D6,High,"April 01, 2025","April 03, 2025",2025-04-01,2025-04-03,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Bancroft between Cole Street and 55th Street, Oakland, CA",,,,Closure
Bancroft Ave between 55th Ave and Hilton St,D6,High,"April 01, 2025","April 03, 2025",2025-04-01,2025-04-03,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Bancroft Avenue between 55th Avenue and Hilton Street, Oakland, CA",,,,Closure
Bancroft between Cole St and Trask St,D6,High,"April 01, 2025","April 03, 2025",2025-04-01,2025-04-03,2,2025,4,2025-04,post_newsom_order,Closure,,False,False,False,False,,intersection,"Bancroft between Cole Street and Trask Street, Oakland, CA",,,,Closure
Grove Shafter Park (s near park and encampment next to freeway),D3,High,"March 24, 2025","March 27, 2025",2025-03-24,2025-03-27,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,named_place,"Grove Shafter Park (s near park and encampment next to freeway), Oakland, CA",,,,Closure
33rd St between 34th St and Telegraph Ave,D3,High,"March 24, 2025","March 27, 2025",2025-03-24,2025-03-27,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"33rd Street between 34th Street and Telegraph Avenue, Oakland, CA",,,,Closure
34th St between Andover St & Elm St,D3,High,"March 24, 2025","March 27, 2025",2025-03-24,2025-03-27,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"34th Street between Andover Street & Elm Street, Oakland, CA",,,,Closure
34th St between Elm St & Telegraph Ave,D3,High,"March 24, 2025","March 27, 2025",2025-03-24,2025-03-27,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"34th Street between Elm Street & Telegraph Avenue, Oakland, CA",,,,Closure
34th St between MLK & Telegraph Ave (Overpass),D3,High,"March 24, 2025","March 27, 2025",2025-03-24,2025-03-27,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"34th Street between Martin Luther King Jr Boulevard & Telegraph Avenue (Overpass), Oakland, CA",,,,Closure
Castro St between 2nd St St and 3rd St,D3,High,"March 24, 2025","March 27, 2025",2025-03-24,2025-03-27,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 2nd Street Street and 3rd Street, Oakland, CA",,,,Closure
Castro St between 3rd St and 4th St,D3,High,"March 24, 2025","March 27, 2025",2025-03-24,2025-03-27,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 3rd Street and 4th Street, Oakland, CA",,,,Closure
Castro St between 4th St and 5th St,D3,High,"March 24, 2025","March 27, 2025",2025-03-24,2025-03-27,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 4th Street and 5th Street, Oakland, CA",,,,Closure
Castro St between 5th St and 6th St,D3,High,"March 24, 2025","March 27, 2025",2025-03-24,2025-03-27,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Castro Street between 5th Street and 6th Street, Oakland, CA",,,,Closure
27th St between MLK Jr Way and Northgate Ave,D3,High,"March 24, 2025","March 28, 2025",2025-03-24,2025-03-28,4,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"27th Street between Martin Luther King Jr Boulevard Jr Way and Northgate Avenue, Oakland, CA",,,,Closure
23rd St between Northgate Ave and Telegraph Ave,D3,High,"March 24, 2025","March 28, 2025",2025-03-24,2025-03-28,4,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"23rd Street between Northgate Avenue and Telegraph Avenue, Oakland, CA",,,,Closure
23rd St between MLK to Northgate,D3,High,"March 24, 2025","March 28, 2025",2025-03-24,2025-03-28,4,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"23rd Street between Martin Luther King Jr Boulevard to Northgate, Oakland, CA",,,,Closure
W Grand Ave between Northgate Ave and Telegraph Ave,D3,High,"March 24, 2025","March 28, 2025",2025-03-24,2025-03-28,4,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand Avenue between Northgate Avenue and Telegraph Avenue, Oakland, CA",,,,Closure
W Grand Ave between MLK to Northgate,D3,High,"March 24, 2025","March 28, 2025",2025-03-24,2025-03-28,4,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"West Grand Avenue between Martin Luther King Jr Boulevard to Northgate, Oakland, CA",,,,Closure
Jefferson St between 2nd St and Embarcadero West,D3,High,"March 20, 2025","March 20, 2025",2025-03-20,2025-03-20,0,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Jefferson Street between 2nd Street and Embarcadero West, Oakland, CA",,,,Closure
Lafayette Square Park,D3,High,"March 18, 2025","March 21, 2025",2025-03-18,2025-03-21,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,named_place,"Lafayette Square Park, Oakland, CA",37.8077,-122.2693,known_place_lookup,Closure
Estuary Park/Jack London Aquatic Center,D3,High,"March 17, 2025","March 21, 2025",2025-03-17,2025-03-21,4,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,named_place,"Estuary Park, Oakland, CA",37.7907,-122.249,known_place_lookup,Closure
Helen Mc Gregor Plaza,D1,High,"March 17, 2025","March 19, 2025",2025-03-17,2025-03-19,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,named_place,"Helen Mc Gregor Plaza, Oakland, CA",37.804,-122.268,known_place_lookup,Closure
Jefferson Square Park,D3,High,"March 17, 2025","March 19, 2025",2025-03-17,2025-03-19,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,named_place,"Jefferson Square Park, Oakland, CA",37.8042,-122.271,known_place_lookup,Closure
Foothill Blvd between 67th Avenue and 68th Avenue,D6,High,"March 13, 2025","March 13, 2025",2025-03-13,2025-03-13,0,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Foothill Boulevard between 67th Avenue and 68th Avenue, Oakland, CA",,,,Closure
68th Ave between Foothill Blvd and Bancroft Ave,D6,High,"March 13, 2025","March 13, 2025",2025-03-13,2025-03-13,0,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"68th Avenue between Foothill Boulevard and Bancroft Avenue, Oakland, CA",,,,Closure
67th Ave between Foothill Blvd and Bancroft Ave,D6,High,"March 13, 2025","March 13, 2025",2025-03-13,2025-03-13,0,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"67th Avenue between Foothill Boulevard and Bancroft Avenue, Oakland, CA",,,,Closure
Bancroft Blvd between 67th Ave and 68th Ave,D6,High,"March 13, 2025","March 13, 2025",2025-03-13,2025-03-13,0,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Bancroft Boulevard between 67th Avenue and 68th Avenue, Oakland, CA",,,,Closure
73rd Ave between Internationaland Orral St,D6,High,"March 11, 2025","March 13, 2025",2025-03-11,2025-03-13,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"73rd Avenue between Internationaland Orral Street, Oakland, CA",,,,Closure
Cul-de-sac at 73rd Ave and Herbert Guice Way,D6,High,"March 11, 2025","March 13, 2025",2025-03-11,2025-03-13,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Cul-de-sac at 73rd Avenue and Herbert Guice Way, Oakland, CA",,,,Closure
Hamilton St between 69th Ave and 70th Ave,D6,High,"March 11, 2025","March 13, 2025",2025-03-11,2025-03-13,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Hamilton Street between 69th Avenue and 70th Avenue, Oakland, CA",,,,Closure
Hamilton St between 70th Ave and 71st Ave,D6,High,"March 11, 2025","March 13, 2025",2025-03-11,2025-03-13,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Hamilton Street between 70th Avenue and 71st Avenue, Oakland, CA",,,,Closure
Hamilton St between 71st Ave and 72nd Ave,D6,High,"March 11, 2025","March 13, 2025",2025-03-11,2025-03-13,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Hamilton Street between 71st Avenue and 72nd Avenue, Oakland, CA",,,,Closure
Hamilton St between 72nd Ave and 73rd Ave,D6,High,"March 11, 2025","March 13, 2025",2025-03-11,2025-03-13,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Hamilton Street between 72nd Avenue and 73rd Avenue, Oakland, CA",,,,Closure
Hamilton St between 73rd Ave and Hegenberger Rd,D6,High,"March 11, 2025","March 13, 2025",2025-03-11,2025-03-13,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Hamilton Street between 73rd Avenue and Hegenberger Road, Oakland, CA",,,,Closure
7014 Hamilton St,D6,High,"March 11, 2025","March 13, 2025",2025-03-11,2025-03-13,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,address,"7014 Hamilton Street, Oakland, CA",,,,Closure
Union Point Park,D5,High,"March 10, 2025","March 11, 2025",2025-03-10,2025-03-11,1,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,named_place,"Union Point Park, Oakland, CA",37.7742,-122.2316,known_place_lookup,Closure
Peralta St between 3rd St and 7th St,D5,High,"March 05, 2025","March 07, 2025",2025-03-05,2025-03-07,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Peralta Street between 3rd Street and 7th Street, Oakland, CA",,,,Closure
Peralta St between 5th St and 7th St,D5,High,"March 05, 2025","March 07, 2025",2025-03-05,2025-03-07,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Peralta Street between 5th Street and 7th Street, Oakland, CA",,,,Closure
E 8th St between Fruitvale Ave and 34th Ave,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 8th Street between Fruitvale Avenue and 34th Avenue, Oakland, CA",,,,Closure
E 8th St between 34th Ave and 36th Ave,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 8th Street between 34th Avenue and 36th Avenue, Oakland, CA",,,,Closure
E 8th St between 36th Ave and 37th Ave,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 8th Street between 36th Avenue and 37th Avenue, Oakland, CA",,,,Closure
Alameda Avenue between E 8th St and Howard St,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Alameda Avenue between E 8th Street and Howard Street, Oakland, CA",,,,Closure
Alameda Avenue between Oakport St and  E 8th St,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Alameda Avenue between Oakport Street and E 8th Street, Oakland, CA",,,,Closure
East 8th Cul De Sac,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,named_place,"East 8th Cul De Sac, Oakland, CA",,,,Closure
City Lot at Alameda - 3801 E 8th St,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,named_place,"City Lot at Alameda - 3801 E 8th Street, Oakland, CA",,,,Closure
E 9th St between Fruitvale Ave and 33rd Ave,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 9th Street between Fruitvale Avenue and 33rd Avenue, Oakland, CA",,,,Closure
E 9th St between 34th Ave and 35th Ave,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 9th Street between 34th Avenue and 35th Avenue, Oakland, CA",,,,Closure
E 9th St between 33rd Ave and 34th Ave,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 9th Street between 33rd Avenue and 34th Avenue, Oakland, CA",,,,Closure
E 9th St between 35th Ave and 36th Ave,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 9th Street between 35th Avenue and 36th Avenue, Oakland, CA",,,,Closure
E 9th St between 36th Ave and 37th Ave,D5,High,"March 04, 2025","March 06, 2025",2025-03-04,2025-03-06,2,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"E 9th Street between 36th Avenue and 37th Avenue, Oakland, CA",,,,Closure
Mandela Pkwy between 11th St and 12th St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 11th Street and 12th Street, Oakland, CA",,,,Closure
16th St between Poplar St and Union St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"16th Street between Poplar Street and Union Street, Oakland, CA",,,,Closure
16th St between Union St and Magnolia St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"16th Street between Union Street and Magnolia Street, Oakland, CA",,,,Closure
16th St between Magnolia St & Adeline St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"16th Street between Magnolia Street & Adeline Street, Oakland, CA",,,,Closure
Adeline St between 16th St and 18th St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Adeline Street between 16th Street and 18th Street, Oakland, CA",,,,Closure
Poplar St between 18th St and 20th St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Poplar Street between 18th Street and 20th Street, Oakland, CA",,,,Closure
Poplar St between 20th St and 21st St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Poplar Street between 20th Street and 21st Street, Oakland, CA",,,,Closure
Poplar St between 21st St and W Grand Ave,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Poplar Street between 21st Street and West Grand Avenue, Oakland, CA",,,,Closure
Poplar St between W Grand Ave and 24th St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Poplar Street between West Grand Avenue and 24th Street, Oakland, CA",,,,Closure
Poplar St between 24th St and 26th St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Poplar Street between 24th Street and 26th Street, Oakland, CA",,,,Closure
Poplar St between 26th St and 28th St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Poplar Street between 26th Street and 28th Street, Oakland, CA",,,,Closure
Poplar St between 28th St and 30th St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Poplar Street between 28th Street and 30th Street, Oakland, CA",,,,Closure
18th St between Poplar St and Adeline St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"18th Street between Poplar Street and Adeline Street, Oakland, CA",,,,Closure
Mandela Pkwy between 8th St and Dr Huey P. Newton Wy,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 8th Street and Drive Huey P. Newton Wy, Oakland, CA",,,,Closure
Mandela Pkwy between Dr Huey P. Newton Wy and 10th St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between Drive Huey P. Newton Wy and 10th Street, Oakland, CA",,,,Closure
Mandela Pkwy between 10th St and 11th St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 10th Street and 11th Street, Oakland, CA",,,,Closure
Mandela Pkwy between 12th St and 13th St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 12th Street and 13th Street, Oakland, CA",,,,Closure
Mandela Pkwy between 13th and 14th,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 13th and 14th, Oakland, CA",,,,Closure
Mandela Pkwy between 14th St and 15th St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 14th Street and 15th Street, Oakland, CA",,,,Closure
Mandela Pkwy between 15th St and 16th St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 15th Street and 16th Street, Oakland, CA",,,,Closure
Mandela Pkwy between 16th St and 17th St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 16th Street and 17th Street, Oakland, CA",,,,Closure
Mandela Pkwy between 17th St and 18th St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 17th Street and 18th Street, Oakland, CA",,,,Closure
Mandela Pkwy between 18th St and 20th St,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 18th Street and 20th Street, Oakland, CA",,,,Closure
Mandela Pkwy between 20th St and W Grand Ave,D3,High,"March 03, 2025","March 06, 2025",2025-03-03,2025-03-06,3,2025,3,2025-03,post_newsom_order,Closure,,False,False,False,False,,intersection,"Mandela Parkway between 20th Street and West Grand Avenue, Oakland, CA",,,,Closure
Bellevue Ave between Grand Ave & Staten Ave,D3,High,"February 27, 2025","February 28, 2025",2025-02-27,2025-02-28,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Bellevue Avenue between Grand Avenue & Staten Avenue, Oakland, CA",,,,Closure
Lake Merritt Zone 3: Bellevue Ave and Grand Ave,D3,High,"February 27, 2025","February 28, 2025",2025-02-27,2025-02-28,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,named_place,"Lake Merritt Zone 3, Oakland, CA",37.7982,-122.2587,known_place_lookup,Closure
Grand Ave between Bellevue Ave & Euclid Ave,D3,High,"February 27, 2025","February 28, 2025",2025-02-27,2025-02-28,1,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Grand Avenue between Bellevue Avenue & Euclid Avenue, Oakland, CA",,,,Closure
MLK Way between 4th St & 5th St,D3,High,"February 25, 2025","February 28, 2025",2025-02-25,2025-02-28,3,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard Way between 4th Street & 5th Street, Oakland, CA",,,,Closure
MLK Way between 3rd St & 4th St,D3,High,"February 25, 2025","February 28, 2025",2025-02-25,2025-02-28,3,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard Way between 3rd Street & 4th Street, Oakland, CA",,,,Closure
MLK Way between 2nd St & 3rd St,D3,High,"February 25, 2025","February 28, 2025",2025-02-25,2025-02-28,3,2025,2,2025-02,post_newsom_order,Closure,,False,False,False,False,,intersection,"Martin Luther King Jr Boulevard Way between 2nd Street & 3rd Street, Oakland, CA",,,,Closure
