location_raw,location_type,location_for_geocoding,latitude,longitude,geocode_source,geocode_notes
23rd St between Northgate Ave and Telegraph Ave,intersection,"23rd Street between Northgate Avenue and Telegraph Avenue, Oakland, CA",37.812806824999996,-122.269949775,overpass_midpoint,
23rd St between MLK to Northgate,intersection,"23rd Street between Martin Luther King Jr Boulevard to Northgate, Oakland, CA",37.81321685,-122.271816625,overpass_midpoint,
27th St between MLK Jr Way and Northgate Ave,intersection,"27th Street between Martin Luther King Jr Boulevard Jr Way and Northgate Avenue, Oakland, CA",37.8169130375,-122.2710344125,overpass_midpoint,
MLK between 23rd & 24th,intersection,"Martin Luther King Jr Boulevard between 23rd & 24th, Oakland, CA",37.813850375,-122.2724512,overpass_midpoint,
MLK between 24th & 25th,intersection,"Martin Luther King Jr Boulevard between 24th & 25th, Oakland, CA",37.81462965,-122.2722557,overpass_midpoint,
MLK between 25th St & Sycamore St,intersection,"Martin Luther King Jr Boulevard between 25th Street & Sycamore Street, Oakland, CA",37.81532865,-122.2720799,overpass_midpoint,
MLK between Sycamore St & 26th St,intersection,"Martin Luther King Jr Boulevard between Sycamore Street & 26th Street, Oakland, CA",37.8160228,-122.27190535,overpass_midpoint,
MLK between 26th St & 27th St,intersection,"Martin Luther King Jr Boulevard between 26th Street & 27th Street, Oakland, CA",37.816717775,-122.27173057499999,overpass_midpoint,
Sycamore between Northgate and MLK,intersection,"Sycamore between Northgate and Martin Luther King Jr Boulevard, Oakland, CA",37.8155337,-122.27111385,overpass_midpoint,
Northgate Ave between W Grand Ave and 23rd St,intersection,"Northgate Avenue between West Grand Avenue and 23rd Street, Oakland, CA",37.8126610125,-122.2712309625,overpass_midpoint,
28th Street between Ettie and Mandela Parkway,intersection,"28th Street between Ettie and Mandela Parkway, Oakland, CA",37.821621725,-122.28819777499999,overpass_midpoint,
28th St between Ettie St & Hannah St,intersection,"28th Street between Ettie Street & Hannah Street, Oakland, CA",37.821305800000005,-122.2867688,overpass_midpoint,
Ettie St b/t 28th St and 32nd St,intersection,"Ettie Street b, Oakland, CA",37.823786,-122.2881061,nominatim,
Telegraph Ave between 34th St and 36th St.,intersection,"Telegraph Avenue between 34th Street and 36th Street, Oakland, CA",37.82353355,-122.26597995,overpass_midpoint,
West between 35th and 36th St,intersection,"West between 35th and 36th Street, Oakland, CA",37.8252195,-122.2722757,overpass_midpoint,
19th Ave between Solano Way and International Blvd,intersection,"19th Avenue between Solano Way and International Boulevard, Oakland, CA",37.786253675,-122.24124605,overpass_midpoint,
19th Ave between E 12th St and Solano Way,intersection,"19th Avenue between E 12th Street and Solano Way, Oakland, CA",37.7858112,-122.241658075,overpass_midpoint,
88th Ave between Birch St and Plymouth St,intersection,"88th Avenue between Birch Street and Plymouth Street, Oakland, CA",37.7533806,-122.1703454,overpass_endpoint_cross1,
Northgate Ave between 23rd St and 24th St,intersection,"Northgate Avenue between 23rd Street and 24th Street, Oakland, CA",37.8134108,-122.27082385,overpass_midpoint,
W Grand Ave between Northgate Ave and Telegraph Ave,intersection,"West Grand Avenue between Northgate Avenue and Telegraph Avenue, Oakland, CA",37.812100362500004,-122.2701961125,overpass_midpoint,
W Grand Ave between MLK to Northgate,intersection,"West Grand Avenue between Martin Luther King Jr Boulevard to Northgate, Oakland, CA",37.8124298875,-122.2720840875,overpass_midpoint,
Sycamore between Northgate Ave and Telegraph Ave,intersection,"Sycamore between Northgate Avenue and Telegraph Avenue, Oakland, CA",37.8153901,-122.2702355,overpass_endpoint_cross1,
San Leandro St between 41st Ave & 42nd Ave,intersection,"San Leandro Street between 41st Avenue & 42nd Avenue, Oakland, CA",37.77127645,-122.21852064999999,overpass_midpoint,
San Leandro St between 40th Ave & 41st Ave,intersection,"San Leandro Street between 40th Avenue & 41st Avenue, Oakland, CA",37.77161715,-122.2192329,overpass_midpoint,
45th Ave between Foothill Blvd and Bond St,intersection,"45th Avenue between Foothill Boulevard and Bond Street, Oakland, CA",37.7738534,-122.2111058,overpass_midpoint,
45th Avenue between Bancroft Avenue and Bond Street,intersection,"45th Avenue between Bancroft Avenue and Bond Street, Oakland, CA",37.773072,-122.21170035,overpass_midpoint,
Bond St between High St and 42nd Avenue,intersection,"Bond Street between High Street and 42nd Avenue, Oakland, CA",37.774608150000006,-122.213197025,overpass_midpoint,
Bond St between High St and 45th Ave,intersection,"Bond Street between High Street and 45th Avenue, Oakland, CA",37.7738045,-122.21194564999999,overpass_midpoint,
Bond St between 45th Ave and 46th Ave,intersection,"Bond Street between 45th Avenue and 46th Avenue, Oakland, CA",37.7732095,-122.21075065,overpass_midpoint,
Foothill blvd between 45th and 46th Ave,intersection,"Foothill blvd between 45th and 46th Avenue, Oakland, CA",37.773917350000005,-122.2102053,overpass_midpoint,
Northgate Ave between 24th St & 25th St,intersection,"Northgate Avenue between 24th Street & 25th Street, Oakland, CA",37.81380935,-122.27057305,overpass_endpoint_cross1,
46th Ave between Bancroft Ave and Bond St,intersection,"46th Avenue between Bancroft Avenue and Bond Street, Oakland, CA",37.77249275,-122.21043425,overpass_midpoint,
46th Ave between Bond St and Foothill Blvd,intersection,"46th Avenue between Bond Street and Foothill Boulevard, Oakland, CA",37.773273450000005,-122.20985015,overpass_midpoint,
Northgate Ave between 25th St & Sycamore St,intersection,"Northgate Avenue between 25th Street & Sycamore Street, Oakland, CA",37.815018800000004,-122.27027,overpass_midpoint,
Northgate Ave between Sycamore St & 27th St,intersection,"Northgate Avenue between Sycamore Street & 27th Street, Oakland, CA",37.8160744625,-122.2703308375,overpass_midpoint,
Wood St between W Grand Ave and 24th St,intersection,"Wood Street between West Grand Avenue and 24th Street, Oakland, CA",37.8195414,-122.292816475,overpass_midpoint,
Wood St between 24th St and 26th St,intersection,"Wood Street between 24th Street and 26th Street, Oakland, CA",37.82096025,-122.29168375,overpass_midpoint,
Wood St between 26th St and 32nd St,intersection,"Wood Street between 26th Street and 32nd Street, Oakland, CA",37.822238675,-122.290669375,overpass_midpoint,
27th St between Northgate Ave and Telegraph Ave,intersection,"27th Street between Northgate Avenue and Telegraph Avenue, Oakland, CA",37.8164714375,-122.2691686625,overpass_midpoint,
24th St between Northgate Ave and Telegraph Ave,intersection,"24th Street between Northgate Avenue and Telegraph Avenue, Oakland, CA",37.813745475,-122.26955755,overpass_midpoint,
25th st between Northgate Ave and Telegraph Ave,intersection,"25th st between Northgate Avenue and Telegraph Avenue, Oakland, CA",37.81457865,-122.26931825,overpass_midpoint,
Kirkham St between 5th & 7th St.,intersection,"Kirkham Street between 5th & 7th Street, Oakland, CA",37.78261485,-122.3770673,overpass_midpoint,
Union St between 5th St and 7th St,intersection,"Union Street between 5th Street and 7th Street, Oakland, CA",37.8039212875,-122.290654225,overpass_midpoint,
Goss St between Pine St and Wood St,intersection,"Goss Street between Pine Street and Wood Street, Oakland, CA",37.8078808,-122.30282205,overpass_midpoint,
Wood St between 7th St and Goss St,intersection,"Wood Street between 7th Street and Goss Street, Oakland, CA",37.807395625,-122.3022527,overpass_midpoint,
4th st between Webster St & Franklin St,intersection,"4th st between Webster Street & Franklin Street, Oakland, CA",37.796735600000005,-122.2736934,overpass_midpoint,
4th st between Harrison st and Webster St,intersection,"4th st between Harrison st and Webster Street, Oakland, CA",37.7943631375,-122.2884778375,overpass_midpoint,
Embarcadero West between Clay St and Washington St,intersection,"Embarcadero West between Clay Street and Washington Street, Oakland, CA",37.796076049999996,-122.278616875,overpass_midpoint,
Embarcadero West between Washington St and Broadway,intersection,"Embarcadero West between Washington Street and Broadway, Oakland, CA",37.7956112375,-122.277416075,overpass_midpoint,
3rd St between Broadway and Franklin St,intersection,"3rd Street between Broadway and Franklin Street, Oakland, CA",37.79651282499999,-122.275326,overpass_midpoint,
Embarcadero West between Clay St and Franklin St,intersection,"Embarcadero West between Clay Street and Franklin Street, Oakland, CA",37.79558755,-122.27738495,overpass_midpoint,
17th Ave between E 12th St and Solano Way,intersection,"17th Avenue between E 12th Street and Solano Way, Oakland, CA",37.7870946,-122.2437311,overpass_midpoint,
17th Ave between Solano Way and International Blvd,intersection,"17th Avenue between Solano Way and International Boulevard, Oakland, CA",37.7875077,-122.2433428,overpass_midpoint,
Milton St between Market St and San Pablo Ave,intersection,"Milton Street between Market Street and San Pablo Avenue, Oakland, CA",37.816971975,-122.27663855,overpass_midpoint,
San Pablo Ave between 27th St and Milton St,intersection,"San Pablo Avenue between 27th Street and Milton Street, Oakland, CA",37.817486805,-122.27551729000001,overpass_midpoint,
San Pablo Ave between Milton St & Mead Ave,intersection,"San Pablo Avenue between Milton Street & Mead Avenue, Oakland, CA",37.81682132500001,-122.275309475,overpass_midpoint,
Castro St between 12th St & 14th St,intersection,"Castro Street between 12th Street & 14th Street, Oakland, CA",37.796144725,-122.317206275,overpass_midpoint,
Castro St between 14th St & 15th St,intersection,"Castro Street between 14th Street & 15th Street, Oakland, CA",37.78654335,-122.35611155,overpass_endpoint_cross2,
Clay st between Embarcadero West and 2nd St,intersection,"Clay st between Embarcadero West and 2nd Street, Oakland, CA",37.796654925,-122.278981175,overpass_midpoint,
Clay st between 2nd St and 3rd St,intersection,"Clay st between 2nd Street and 3rd Street, Oakland, CA",37.79735725,-122.27855065,overpass_midpoint,
Clay st between 3rd St and 4th St,intersection,"Clay st between 3rd Street and 4th Street, Oakland, CA",37.798048949999995,-122.27813225,overpass_midpoint,
Washington St between 2nd St & Embarcadero West,intersection,"Washington Street between 2nd Street & Embarcadero West, Oakland, CA",37.796199825,-122.27781365,overpass_midpoint,
Washington St between 2nd St & 3rd St,intersection,"Washington Street between 2nd Street & 3rd Street, Oakland, CA",37.79689215,-122.27738115,overpass_midpoint,
Washington St between 3rd St & 4th St,intersection,"Washington Street between 3rd Street & 4th Street, Oakland, CA",37.797580749999995,-122.2769529,overpass_midpoint,
Broadway between 4th St and 5th St,intersection,"Broadway between 4th Street and 5th Street, Oakland, CA",37.797793774999995,-122.27528805,overpass_midpoint,
San Leandro St between 42nd Ave and High St,intersection,"San Leandro Street between 42nd Avenue and High Street, Oakland, CA",37.77088475,-122.21770129999999,overpass_midpoint,
Broadway between 5th and 6th,intersection,"Broadway between 5th and 6th, Oakland, CA",37.798467599999995,-122.27486619999999,overpass_midpoint,
2nd St between Washington St & Broadway,intersection,"2nd Street between Washington Street & Broadway, Oakland, CA",37.79630815,-122.27698165000001,overpass_midpoint,
7th St between Willow St and Wood St,intersection,"7th Street between Willow Street and Wood Street, Oakland, CA",37.806857825,-122.30161805,overpass_midpoint,
5th St. between Mandela Pkwy & Union,intersection,"5th Street. between Mandela Parkway & Union, Oakland, CA",37.8036644125,-122.29250987500001,overpass_midpoint,
83rd Ave between Holly St and International Blvd,intersection,"83rd Avenue between Holly Street and International Boulevard, Oakland, CA",37.7554578,-122.17766817500001,overpass_midpoint,
84th Ave between Holly St and International Blvd,intersection,"84th Avenue between Holly Street and International Boulevard, Oakland, CA",37.754700425,-122.17707615,overpass_midpoint,
85th Ave between Holly St and International Blvd,intersection,"85th Avenue between Holly Street and International Boulevard, Oakland, CA",37.753913299999994,-122.17647775,overpass_midpoint,
86th Ave between International and Holly St,intersection,"86th Avenue between International Boulevard and Holly Street, Oakland, CA",37.753166425,-122.175943025,overpass_midpoint,
87th Ave between Holly St and International Blvd,intersection,"87th Avenue between Holly Street and International Boulevard, Oakland, CA",37.752075024999996,-122.17512855,overpass_midpoint,
Broadway between Embarcadero West and 2nd St,intersection,"Broadway between Embarcadero West and 2nd Street, Oakland, CA",37.7957195625,-122.27658407500002,overpass_midpoint,
Broadway between 2nd St and 3rd St,intersection,"Broadway between 2nd Street and 3rd Street, Oakland, CA",37.796409825,-122.2761545,overpass_midpoint,
Broadway between 3rd St & 4th St,intersection,"Broadway between 3rd Street & 4th Street, Oakland, CA",37.797447399999996,-122.2755051,overpass_endpoint_cross2,
Franklin st between Embarcadero West and 2nd St,intersection,"Franklin st between Embarcadero West and 2nd Street, Oakland, CA",37.795228025,-122.275355275,overpass_midpoint,
Franklin st between 2nd St and 3rd St,intersection,"Franklin st between 2nd Street and 3rd Street, Oakland, CA",37.79592785,-122.2749267,overpass_midpoint,
Franklin st between 3rd St and 4th St,intersection,"Franklin st between 3rd Street and 4th Street, Oakland, CA",37.796620399999995,-122.27449709999999,overpass_midpoint,
4th St between Clay St and Washington St,intersection,"4th Street between Clay Street and Washington Street, Oakland, CA",37.798159,-122.2773313,overpass_midpoint,
4th St between Washington St & Broadway,intersection,"4th Street between Washington Street & Broadway, Oakland, CA",37.797447399999996,-122.2755051,overpass_endpoint_cross2,
4th St between Broadway and Franklin St,intersection,"4th Street between Broadway and Franklin Street, Oakland, CA",37.7972074,-122.27489365,overpass_midpoint,
3rd St between Clay St and Washington St,intersection,"3rd Street between Clay Street and Washington Street, Oakland, CA",37.7974707,-122.27775385000001,overpass_midpoint,
21st St between Union St and Poplar St,intersection,"21st Street between Union Street and Poplar Street, Oakland, CA",37.81501735,-122.28703905,overpass_midpoint,
2nd St between Broadway and Franklin St,intersection,"2nd Street between Broadway and Franklin Street, Oakland, CA",37.79582485,-122.27575519999999,overpass_midpoint,
2ndSt between Clay St and Washington St,intersection,"2ndSt between Clay Street and Washington Street, Oakland, CA",37.7967787,-122.27817795,overpass_midpoint,
Brush St between 20th St and 21st St,intersection,"Brush Street between 20th Street and 21st Street, Oakland, CA",37.81140205,-122.27570639999999,overpass_midpoint,
Harrison St and Grand Ave,intersection,"Harrison Street and Grand Avenue, Oakland, CA",37.81089505,-122.26237805,overpass_direct,
67th Ave between Foothill Blvd and Bancroft Ave,intersection,"67th Avenue between Foothill Boulevard and Bancroft Avenue, Oakland, CA",37.769666875,-122.1801456,overpass_midpoint,
San Leandro St between Prune St and 100th Ave,intersection,"San Leandro Street between Prune Street and 100th Avenue, Oakland, CA",37.7383543,-122.17873499999999,overpass_midpoint,
98th Ave between Edes Ave and Walter Ave,intersection,"98th Avenue between Edes Avenue and Walter Avenue, Oakland, CA",37.736688175,-122.182937875,overpass_midpoint,
98th Ave between Walter Ave and Railroad Ave,intersection,"98th Avenue between Walter Avenue and Railroad Avenue, Oakland, CA",37.7372843,-122.18219165,overpass_midpoint,
Tyler st between Railroad Ave and Walter Ave,intersection,"Tyler st between Railroad Avenue and Walter Avenue, Oakland, CA",37.73856105,-122.1836569,overpass_midpoint,
San Leandro St between 92nd Ave & 98th Ave,intersection,"San Leandro Street between 92nd Avenue & 98th Avenue, Oakland, CA",37.741251875,-122.1822142,overpass_midpoint,
Pearmain St between 98th Ave and Prune St,intersection,"Pearmain Street between 98th Avenue and Prune Street, Oakland, CA",37.738008750000006,-122.18056595,overpass_midpoint,
Pearmain St between 100th Ave and Prune St,intersection,"Pearmain Street between 100th Avenue and Prune Street, Oakland, CA",37.73747995,-122.1799562,overpass_midpoint,
Pearmain St between Douglas Ave and 100th Ave,intersection,"Pearmain Street between Douglas Avenue and 100th Avenue, Oakland, CA",37.7369832,-122.17939445,overpass_midpoint,
55th Ave between Hilton St & Foothill Blvd,intersection,"55th Avenue between Hilton Street & Foothill Boulevard, Oakland, CA",37.772333700000004,-122.19628499999999,overpass_midpoint,
Pearmain St between Douglas Ave and Stone St,intersection,"Pearmain Street between Douglas Avenue and Stone Street, Oakland, CA",37.7364995,-122.17883015000001,overpass_midpoint,
Pearmain St between Tartarian St and Apple St,intersection,"Pearmain Street between Tartarian Street and Apple Street, Oakland, CA",37.7355165,-122.17770250000001,overpass_midpoint,
Pearmain St between Apple St and Gravenstein St,intersection,"Pearmain Street between Apple Street and Gravenstein Street, Oakland, CA",37.73502955,-122.1771501,overpass_midpoint,
Pearmain St between Gravenstein St and 105th Ave,intersection,"Pearmain Street between Gravenstein Street and 105th Avenue, Oakland, CA",37.734667849999994,-122.1767418,overpass_midpoint,
Stone St between San Leandro St and Pippin St,intersection,"Stone Street between San Leandro Street and Pippin Street, Oakland, CA",37.7369149,-122.1776289,overpass_midpoint,
Stone St between Pippin St and Pearmain St,intersection,"Stone Street between Pippin Street and Pearmain Street, Oakland, CA",37.736484950000005,-122.1782321,overpass_midpoint,
100th Ave between San Leandro St and Pippin St,intersection,"100th Avenue between San Leandro Street and Pippin Street, Oakland, CA",37.73790115,-122.178733,overpass_midpoint,
100th Ave between Pippin St and Pearmain St,intersection,"100th Avenue between Pippin Street and Pearmain Street, Oakland, CA",37.73745855,-122.17935515,overpass_midpoint,
Prune St between San Leandro St and Pippin St,intersection,"Prune Street between San Leandro Street and Pippin Street, Oakland, CA",37.738395100000005,-122.17931505,overpass_midpoint,
Pearmain St between Stone St and Tartarian St,intersection,"Pearmain Street between Stone Street and Tartarian Street, Oakland, CA",37.7360068,-122.17825795,overpass_midpoint,
55th Ave between Bancroft Ave & Hilton St,intersection,"55th Avenue between Bancroft Avenue & Hilton Street, Oakland, CA",37.77184375,-122.19695494999999,overpass_midpoint,
Bancroft between Cole St and 55th St,intersection,"Bancroft between Cole Street and 55th Street, Oakland, CA",37.7717572,-122.1985608,overpass_endpoint_cross1,
Bancroft Ave between 55th Ave and Hilton St,intersection,"Bancroft Avenue between 55th Avenue and Hilton Street, Oakland, CA",37.771553299999994,-122.19664515,overpass_midpoint,
San Pablo Ave between 23rd St and W Grand Ave,intersection,"San Pablo Avenue between 23rd Street and West Grand Avenue, Oakland, CA",37.813307625,-122.274182975,overpass_midpoint,
San Pablo Ave between W Grand Ave & MLK,intersection,"San Pablo Avenue between West Grand Avenue & Martin Luther King Jr Boulevard, Oakland, CA",37.811615875,-122.27364385833333,overpass_midpoint,
MLK between San Pablo Ave & W Grand Ave,intersection,"Martin Luther King Jr Boulevard between San Pablo Avenue & West Grand Avenue, Oakland, CA",37.81150625,-122.27303013333332,overpass_midpoint,
MLk between W Grand Ave & 23rd,intersection,"Martin Luther King Jr Boulevard between West Grand Avenue & 23rd, Oakland, CA",37.812985725000004,-122.27266975,overpass_midpoint,
W Grand Ave between San Pablo Ave & MLK,intersection,"West Grand Avenue between San Pablo Avenue & Martin Luther King Jr Boulevard, Oakland, CA",37.812659625,-122.27339462500001,overpass_midpoint,
5th ST/5th ST and Washington,intersection,"5th ST, Oakland, CA",37.8029365,-122.2891169,nominatim,
37th Ave between E. 9th St and San Leandro St,intersection,"37th Avenue between East 9th Street and San Leandro Street, Oakland, CA",37.7725407,-122.22292355,overpass_midpoint,
Washington St between 4th St and 5th St,intersection,"Washington Street between 4th Street and 5th Street, Oakland, CA",37.7982736,-122.27651485000001,overpass_midpoint,
San Pablo Ave between 59th St & 60th St,intersection,"San Pablo Avenue between 59th Street & 60th Street, Oakland, CA",37.842623841666665,-122.283626225,overpass_midpoint,
59th St between Herzog St and San Pablo Ave,intersection,"59th Street between Herzog Street and San Pablo Avenue, Oakland, CA",37.84223541666667,-122.28281035,overpass_midpoint,
Median at Peralta St and 32nd St,intersection,"Median at Peralta Street and 32nd Street, Oakland, CA",37.8241954,-122.28371745,overpass_direct,
36th Ave between Foothill Blvd and Harper St,intersection,"36th Avenue between Foothill Boulevard and Harper Street, Oakland, CA",37.7817925,-122.2173066,overpass_midpoint,
Foothill Blvd between Crosby Ave and Harrington Ave,intersection,"Foothill Boulevard between Crosby Avenue and Harrington Avenue, Oakland, CA",37.78070765,-122.2182857,overpass_midpoint,
Foothill Blvd between Crosby Ave & 36th Ave,intersection,"Foothill Boulevard between Crosby Avenue & 36th Avenue, Oakland, CA",37.7811885,-122.21879304999999,overpass_midpoint,
Crosby Ave between Foothill Blvd and Harper St,intersection,"Crosby Avenue between Foothill Boulevard and Harper Street, Oakland, CA",37.782367,-122.21779079999999,overpass_midpoint,
Cul-de-sac at 73rd Ave and Herbert Guice Way,intersection,"Cul-de-sac at 73rd Avenue and Herbert Guice Way, Oakland, CA",37.7580189,-122.1890101,overpass_direct,
Church St between Foohill Blvd and Bancroft Ave,intersection,"Church Street between Foohill Boulevard and Bancroft Avenue, Oakland, CA",37.768102999999996,-122.17952550000001,overpass_endpoint_cross2,
Hilton St between 55th Ave and Bancroft Ave,intersection,"Hilton Street between 55th Avenue and Bancroft Avenue, Oakland, CA",37.77176745,-122.1963521,overpass_midpoint,
Bancroft between Hilton St and Trask St,intersection,"Bancroft between Hilton Street and Trask Street, Oakland, CA",37.7713641,-122.19517594999999,overpass_midpoint,
Prune St between Pippin St and Pearmain St,intersection,"Prune Street between Pippin Street and Pearmain Street, Oakland, CA",37.73796335,-122.1799141,overpass_midpoint,
San Leandro St between 98th Ave and Prune St,intersection,"San Leandro Street between 98th Avenue and Prune Street, Oakland, CA",37.738892125,-122.17939874999999,overpass_midpoint,
San Leandro St between 100th Ave and Stone St,intersection,"San Leandro Street between 100th Avenue and Stone Street, Oakland, CA",37.73761435,-122.17788745,overpass_midpoint,
Pippin St between 98th Ave and Prune St,intersection,"Pippin Street between 98th Avenue and Prune Street, Oakland, CA",37.738476524999996,-122.179929775,overpass_midpoint,
Foothill Blvd between Frazier Ave and Talbot Ave,intersection,"Foothill Boulevard between Frazier Avenue and Talbot Avenue, Oakland, CA",37.745085700000004,-122.1514932,overpass_midpoint,
Foothill Blvd between MacArthur and Frazier Ave,intersection,"Foothill Boulevard between MacArthur and Frazier Avenue, Oakland, CA",37.7451268,-122.152781,overpass_endpoint_cross2,
Foothill Blvd between Talbot Ave and 106th Ave,intersection,"Foothill Boulevard between Talbot Avenue and 106th Avenue, Oakland, CA",37.744848250000004,-122.14988115,overpass_midpoint,
Foothill between 106th Ave and 108th Ave,intersection,"Foothill between 106th Avenue and 108th Avenue, Oakland, CA",37.74395255,-122.1484416,overpass_midpoint,
Foothill Blvd between 108th Ave and Durant Ave,intersection,"Foothill Boulevard between 108th Avenue and Durant Avenue, Oakland, CA",37.74286255,-122.14692124999999,overpass_midpoint,
Talbot Ave between MacArthur Blvd and Fisher Ave,intersection,"Talbot Avenue between MacArthur Boulevard and Fisher Avenue, Oakland, CA",37.743740700000004,-122.15233695,overpass_midpoint,
Talbot Ave between Fisher Ave and Foothill Blvd,intersection,"Talbot Avenue between Fisher Avenue and Foothill Boulevard, Oakland, CA",37.7445679,-122.1509817,overpass_midpoint,
Frazier Ave between Fisher Ave and Foothill Blvd,intersection,"Frazier Avenue between Fisher Avenue and Foothill Boulevard, Oakland, CA",37.74474135,-122.15280455,overpass_midpoint,
Fisher Ave between MacArthur Blvd and Frazier Ave,intersection,"Fisher Avenue between MacArthur Boulevard and Frazier Avenue, Oakland, CA",37.744238,-122.15323315,overpass_midpoint,
Fisher Ave between Frazier Ave and Talbot Ave,intersection,"Fisher Avenue between Frazier Avenue and Talbot Avenue, Oakland, CA",37.74422355,-122.15229305,overpass_midpoint,
MacArthur Blvd between Foothill Blvd & Fisher Ave,intersection,"MacArthur Boulevard between Foothill Boulevard & Fisher Avenue, Oakland, CA",37.74947706666667,-122.15661502500001,overpass_midpoint,
MacArthur Blvd between Fisher Ave & Talbot Ave,intersection,"MacArthur Boulevard between Fisher Avenue & Talbot Avenue, Oakland, CA",37.74375515,-122.15327705,overpass_midpoint,
MacArthur Blvd between Talbot Ave and 106th Ave,intersection,"MacArthur Boulevard between Talbot Avenue and 106th Avenue, Oakland, CA",37.7431775,-122.15270445,overpass_midpoint,
85th Ave between Railroad Ave and Edes Ave,intersection,"85th Avenue between Railroad Avenue and Edes Avenue, Oakland, CA",37.742288099999996,-122.19186625,overpass_midpoint,
5th Ave between Embarcadero & E 8th St,intersection,"5th Avenue between Embarcadero & E 8th Street, Oakland, CA",37.79150743333334,-122.25899365833334,overpass_midpoint,
Bay Trail (b/t Alameda Ave and High St),intersection,"Bay Trail (b, Oakland, CA",37.7591721,-122.2208039,nominatim,
Bancroft Blvd between 67th Ave and 68th Ave,intersection,"Bancroft Boulevard between 67th Avenue and 68th Avenue, Oakland, CA",37.76893294999999,-122.18037592499999,overpass_midpoint,
Foothill Blvd between 67th Avenue and 68th Avenue,intersection,"Foothill Boulevard between 67th Avenue and 68th Avenue, Oakland, CA",37.770022775,-122.1788037,overpass_midpoint,
68th Ave between Foothill Blvd and Bancroft Ave,intersection,"68th Avenue between Foothill Boulevard and Bancroft Avenue, Oakland, CA",37.769288849999995,-122.17903402499999,overpass_midpoint,
3rd St between Chester St and Henry St,intersection,"3rd Street between Chester Street and Henry Street, Oakland, CA",37.80298525,-122.29751835,overpass_midpoint,
Wood St between 32nd St and 34th St,intersection,"Wood Street between 32nd Street and 34th Street, Oakland, CA",37.823682225,-122.290453525,overpass_midpoint,
3rd St between Henry St & Lewis St,intersection,"3rd Street between Henry Street & Lewis Street, Oakland, CA",37.803218799999996,-122.29855815,overpass_midpoint,
Peralta St between 3rd St & 5th St,intersection,"Peralta Street between 3rd Street & 5th Street, Oakland, CA",37.804268199999996,-122.29962155,overpass_midpoint,
Pippin St between Prune St and 100th Ave,intersection,"Pippin Street between Prune Street and 100th Avenue, Oakland, CA",37.73794195,-122.17931305,overpass_midpoint,
Pippin St between 100th Ave and Stone St,intersection,"Pippin Street between 100th Avenue and Stone Street, Oakland, CA",37.7367118,-122.1779157,overpass_endpoint_cross2,
Nevada St between Railroad Ave and Walter Ave,intersection,"Nevada Street between Railroad Avenue and Walter Avenue, Oakland, CA",37.7379525,-122.18296405,overpass_midpoint,
Walter Ave between Nevada St and 98th Ave,intersection,"Walter Avenue between Nevada Street and 98th Avenue, Oakland, CA",37.73728547499999,-122.18302722499999,overpass_midpoint,
Walter Ave between Tyler St and Nevada St,intersection,"Walter Avenue between Tyler Street and Nevada Street, Oakland, CA",37.7382303,-122.1841074,overpass_endpoint_cross1,
Railroad Ave between 85th Ave and Louisana St,intersection,"Railroad Avenue between 85th Avenue and Louisana Street, Oakland, CA",37.7455486,-122.1908335,overpass_endpoint_cross1,
Railroad Ave between Louisana St and Clara St,intersection,"Railroad Avenue between Louisana Street and Clara Street, Oakland, CA",37.7400846,-122.1845787,overpass_endpoint_cross2,
Railroad Ave between Clara St and S Elmurst Ave,intersection,"Railroad Avenue between Clara Street and South Elmurst Avenue, Oakland, CA",37.7400846,-122.1845787,overpass_endpoint_cross1,
Railroad Ave between S Elmurst Ave and Tyler St,intersection,"Railroad Avenue between South Elmurst Avenue and Tyler Street, Oakland, CA",37.7388918,-122.1832064,overpass_endpoint_cross2,
Railroad Ave between Tyler St and Nevada St,intersection,"Railroad Avenue between Tyler Street and Nevada Street, Oakland, CA",37.7385861,-122.18285675,overpass_midpoint,
Railroad Ave between Nevada St and 98th Ave,intersection,"Railroad Avenue between Nevada Street and 98th Avenue, Oakland, CA",37.737951325,-122.182128475,overpass_midpoint,
Pine St between 8th St and Goss St,intersection,"Pine Street between 8th Street and Goss Street, Oakland, CA",37.8083745,-122.30339875000001,overpass_midpoint,
Oak St between Fallon St and 2nd St,intersection,"Oak Street between Fallon Street and 2nd Street, Oakland, CA",37.79257585,-122.2681111,overpass_midpoint,
Oak St between 3rd St and 4th St,intersection,"Oak Street between 3rd Street and 4th Street, Oakland, CA",37.793908275,-122.267364775,overpass_midpoint,
Oak St between 2nd St and 3rd St,intersection,"Oak Street between 2nd Street and 3rd Street, Oakland, CA",37.7931441,-122.2678378,overpass_midpoint,
Fallon St between Victory Ct and Fallon St,intersection,"Fallon Street between Victory Court and Fallon Street, Oakland, CA",37.79413071063829,-122.26577478404255,overpass_midpoint,
Fallon St between 4th St and Victory Ct,intersection,"Fallon Street between 4th Street and Victory Court, Oakland, CA",37.793418925,-122.2661949,overpass_midpoint,
Fallon St between Oak St and Fallon St,intersection,"Fallon Street between Oak Street and Fallon Street, Oakland, CA",37.79394896063829,-122.26654538404254,overpass_midpoint,
Peralta St between 5th St and 7th St,intersection,"Peralta Street between 5th Street and 7th Street, Oakland, CA",37.805492775000005,-122.298643825,overpass_midpoint,
3rd St between Lewis St & Peralta St,intersection,"3rd Street between Lewis Street & Peralta Street, Oakland, CA",37.8034607,-122.2996221,overpass_midpoint,
